"business_id","name","city","state","stars","review_count","categories"
"sPLcoVQ4qyU914NZRmglng","Pete's Pizza","Philadelphia","Pennsylvania","1.5","11","Restaurants, Pizza"
"JhH-J1pdYKJ2rLlP2PxkEQ","Pizza Hut","Tucson","Arizona","3.0","26","Restaurants, Chicken Wings, Italian, Pizza"
"QareUZZ6Rql3IWEiaWxpag","Twistee Treat - Fletcher","Tampa","Florida","4.0","92","Desserts, Food, Ice Cream & Frozen Yogurt, Restaurants, Hot Dogs, Juice Bars & Smoothies"
"Kzq6IRettXK5sHZgIeZsjA","Donatos Pizza","Indianapolis","Indiana","2.5","20","Salad, Pizza, Sandwiches, Restaurants"
"54JG4umyJ-McjzO2o7yyQw","Paisano's Pizza N Pasta","Saint Petersburg","Florida","3.5","149","Restaurants, Nightlife, Bars, Pizza, Italian"
"RsjgvZO_0aLsg9YxvtBwpg","Pizza Hut","Goleta","California","2.0","47","Restaurants, Pizza, Chicken Wings, American (New), Italian"
"9J4qqrpLolBD5RHltigUmQ","The Gathering Place","Lutz","Florida","3.0","17","Restaurants, Pizza, American (New)"
"d73Cf2TYRPsweXCxeK7WQw","Olde Town Pizzeria","Brandon","Florida","3.5","141","Italian, Restaurants, Pizza"
"pCBYHV6YFKGNTkjLHBGf4A","Pina's Pizza lll","Doylestown","Pennsylvania","3.5","50","Food Delivery Services, Sandwiches, Italian, Food, Restaurants, Pizza"
"f37jqHSmSARVyrBOFnVD2w","Franco & Giuseppe Cucina Italiana","Upper Darby","Pennsylvania","4.5","13","Restaurants, Italian, Pizza"
"4kjq3pjsyA8XdwYDJg8y0g","Piccolo Trattoria","Newtown","Pennsylvania","3.5","208","Restaurants, Event Planning & Services, Caterers, Pizza, Italian"
"ZVPR6H9XFa4C1yK3KzT0IQ","Pizza Famiglia","Tampa","Florida","3.0","63","Restaurants, Pizza"
"P6DfeEXFpV_Z6RJRMZ6oXQ","Domino's Pizza","Wilmington","Delaware","2.0","15","Appliances, Sandwiches, Chicken Wings, Home & Garden, Appliances & Repair, Local Services, Restaurants, Shopping, Pizza"
"C6KP0hSutumHzLDCFyjvJQ","Katie's Pizza & Pasta Osteria","Saint Louis","Missouri","4.0","723","Bars, Italian, Cocktail Bars, Nightlife, Beer, Wine & Spirits, Food, Pizza, Restaurants"
"TCYDFBbn6oW3sTO9Ub2hCA","Dairy Queen","Clearwater","Florida","2.5","36","Juice Bars & Smoothies, Desserts, Sandwiches, Fast Food, Coffee & Tea, Hot Dogs, Burgers, Restaurants, Ice Cream & Frozen Yogurt, Food"
"qZxU6X79h8lH_7z6VcxMAQ","Trios Tomato Pie","Elkins Park","Pennsylvania","4.5","27","Italian, Pizza, Restaurants"
"RQfr2bN098xUzYyO0o-BOQ","Amore Pizza & Restaurant","West Chester","Pennsylvania","3.0","94","Pizza, Italian, Restaurants"
"cOGU70XAVSMlhkPtoIpURA","North End Pizza","Boise","Idaho","4.0","90","Nightlife, Restaurants, Bars, Beer Bar, Pizza"
"31KYjhEDOC7oPLoKqAi-YA","Peace A Pizza","Philadelphia","Pennsylvania","3.0","13","Restaurants, Pizza"
"ohTz7lyihPtBgIpGbDkX1w","Safari's Brick Oven & Grill","Hendersonville","Tennessee","3.5","76","Restaurants, Bars, Nightlife, Sports Bars, American (New), Seafood, Pizza, American (Traditional), Sandwiches"
"RwDotPR4zBeNJKaPGUBjVg","Baked Wood-fired Pizza","Ferguson","Missouri","4.5","24","Salad, Food, Pizza, Desserts, Restaurants"
"IXQH9-nnTWZFgBF0V3MH-A","Cali-Forno Pizzeria","Santa Barbara","California","4.0","16","Sandwiches, Pizza, Restaurants, Italian"
"ecGqst5qksmuh9qImAzXKg","Industry Bar & Kitchen","New Orleans","Louisiana","3.5","59","American (New), Pizza, Sports Bars, Dive Bars, Diners, Restaurants, Bars, Nightlife"
"iIDbq7oqKOHe7kgouWmGIQ","Penny's Pizza","Limerick","Pennsylvania","4.0","64","Restaurants, Burgers, Pizza, Cheesesteaks"
"rUePoREIOze59D3fd6B6ew","Domino's Pizza","Goleta","California","2.5","48","Pizza, Sandwiches, Chicken Wings, Restaurants"
"VhUpDnabUXlXXdobcuyctw","Athena Pizza","West Chester","Pennsylvania","3.0","41","Pizza, Restaurants, Sandwiches, Salad"
"mTnp8g8vFnuJso_NK7sR4A","Bazil's To Go","Tucson","Arizona","4.0","109","Restaurants, Pizza, Italian"
"jJaUkqKf1E_LcdaaLC5mGw","Jet's Pizza","Indianapolis","Indiana","4.0","23","Salad, Italian, Pizza, Chicken Wings, Restaurants, Food Delivery Services, Food, Sandwiches"
"KdJUerIHnKxLfhD9O700Kg","Rotolo's Pizzeria","Chalmette","Louisiana","4.0","30","Sports Bars, Pizza, Wraps, Salad, Restaurants, Nightlife, Bars"
"PsyoQwBcxs98DP-2tBOv6A","Mad Greek Restaurant and Pizza","Philadelphia","Pennsylvania","3.5","55","Pizza, Greek, Beer, Wine & Spirits, Restaurants, Food"
"m4PhocTAhjJ6JdWe1SStHw","Baskin-Robbins","Riverview","Florida","2.0","5","Ice Cream & Frozen Yogurt, Food, Donuts"
"_eh0hUyTcUyZlgp6tSmsyA","Dairy Queen Grill & Chill","Indianapolis","Indiana","2.0","17","Food, Ice Cream & Frozen Yogurt, Fast Food, Restaurants, Burgers"
"QwJmQdJ1Rjsmgf7119Sl1Q","Marco's Pizza","Indianapolis","Indiana","2.5","15","Restaurants, Pizza"
"Rfewx7iwtdApRYGFn2VtyA","Baskin Robbins - Wilshire Shopping Center","Metairie","Louisiana","2.5","6","Ice Cream & Frozen Yogurt, Food"
"XXudD3qGScBtsvia1DleLA","Green Gators Bar & Grill","Tampa","Florida","1.5","27","Nightlife, Sandwiches, Bars, American (Traditional), Restaurants, Pizza, American (New)"
"QIa_vXgxCVaGZfCfFzjzog","Cirillo's Artisan Pizza","West Chester","Pennsylvania","4.0","16","Salad, Sandwiches, Pizza, Restaurants"
"SfmQZL7Rgon_qT-hjY-f0g","Croce's Pizza","Philadelphia","Pennsylvania","4.0","5","Italian, Pizza, Restaurants"
"h_Pu984hndy2gPc4yvQLng","Crumbl Cookies - Boise","Boise","Idaho","4.0","56","Bakeries, Desserts, Food, Ice Cream & Frozen Yogurt"
"pycdEB_xsX_JdEX8_vQkhw","Manjelou's Pizza","Clayton","Missouri","3.0","6","Gluten-Free, Restaurants, Pizza, Vegetarian"
"-AaxZJ_I4rSFOBJbBz4SlQ","Hansen's Sno-Bliz","New Orleans","Louisiana","4.5","512","Ice Cream & Frozen Yogurt, Food, Shaved Ice"
"gowa-c0fpgvosQnRWF9V3g","Bacio Italiano","Tucson","Arizona","4.0","117","Pizza, Restaurants, Italian, Gelato, Food"
"9D0dAIUpSoC91NKHK5OAPQ","Brooklyn NY Pizza","Temple Terrace","Florida","3.5","36","Restaurants, Pizza, Food, Chicken Wings, Food Delivery Services"
"l3KAtCq9JPEpzU_vyxqokw","Three Brothers Pizza","Odessa","Florida","4.5","216","Food, Italian, Wraps, Sandwiches, Pizza, Restaurants, Food Delivery Services, Breakfast & Brunch"
"uM1ahq0ZG5utDIV3JwjHyA","Pepperoni Ray's Cafe","New Orleans","Louisiana","4.5","42","Cafes, Pizza, Chicken Wings, Restaurants, Salad"
"zcBaGiS6dNDdco1wgp35fg","The South Bend Chocolate Company","Indianapolis","Indiana","3.5","177","Specialty Food, Ice Cream & Frozen Yogurt, Restaurants, Chocolatiers & Shops, Desserts, Food, Coffee & Tea"
"nk8G5s5X2gUWQ2sCKHQOgw","Cerino's Pizza","Medford","New Jersey","3.5","18","Pizza, Restaurants"
"SsdCrUeZlHqqGOWTfZ95Cw","Pica's Restaurant of Upper Darby","Upper Darby","Pennsylvania","4.0","264","Restaurants, American (Traditional), Buffets, Bars, Pizza, Italian, Nightlife"
"YH6OGUhaZKTeTA1y4KJyFg","Twistee Treat - Port Richey","Port Richey","Florida","4.5","18","Food, Hot Dogs, Ice Cream & Frozen Yogurt, Restaurants, Desserts, Juice Bars & Smoothies"
"px3bYo2g-MGGTYAs0CH6Qg","U-Swirl","Meridian","Idaho","4.0","21","Cafes, Do-It-Yourself Food, Ice Cream & Frozen Yogurt, Restaurants, Food"
"7T24lS2pwV0UBDL3yJDWAA","Valentinos Little Italy","St. Petersburg","Florida","3.0","19","Pizza, Sandwiches, Restaurants, Italian"
"alLEpyxKYXy5N6cPuvSxMg","Dairy Queen","Boise","Idaho","3.0","22","Burgers, Ice Cream & Frozen Yogurt, Food, Restaurants, Fast Food"
"sVmyvEW3Iob-O7WjJhGR-w","Papa Murphy's","St. Charles","Missouri","4.0","12","Food, Pizza, Restaurants"
"STN86leLu3uR-4OLzi_xPA","Gondolier Italian Restaurant and Pizza","Clearwater","Florida","4.0","466","Italian, Restaurants, Pizza"
"0171xkyBr0rxKRGVIBGmeQ","Milano's Pizza & Central Deli","St. Petersburg","Florida","2.0","10","Restaurants, American (Traditional), Pizza"
"vEfyDHrxWN0pfuCRNlocJw","Papa John's Pizza","Nashville","Tennessee","2.5","13","Pizza, Restaurants"
"skdfzkO2n5NjNR77QOvZow","Chuck E. Cheese","St. Charles","Missouri","3.0","15","Arcades, Party & Event Planning, Kids Activities, Arts & Entertainment, Restaurants, Pizza, Event Planning & Services, Indoor Playcentre, Active Life"
"NhyPM2MS8WDfXb8ZT1hgfg","FroYo Frozen Yogurt","St Louis","Missouri","3.5","47","Food, Restaurants, Ice Cream & Frozen Yogurt"
"xf-bwT4rObi3uCYH3d6QSA","Pizza Factory","Reno","Nevada","3.0","62","Restaurants, Fast Food, Pizza, Italian"
"BuLAyc75MqOzyyTYgA8O5Q","Pizza Hut","Mount Holly","New Jersey","2.0","17","Italian, Chicken Wings, Restaurants, Pizza"
"wOKPoujaWSCT0xaTKi6B2w","five points pizza","Montgomeryville","Pennsylvania","4.5","31","Seafood, Desserts, Food, Pizza, Restaurants"
"nCDRpgH0QDe69FvOe2jqzQ","Noble Roman's Craft Pizza and Pub","Indianapolis","Indiana","3.0","9","Pubs, Restaurants, Bars, Pizza, Nightlife"
"VKJYOnjRrPcXSkXCTynwbg","Domino's Pizza","Fairview Heights","Illinois","2.0","10","Restaurants, Sandwiches, Chicken Wings, Pizza"
"KXEFzXZovGImPZsonZcSqA","Sport's Pizza","Morrisville","Pennsylvania","4.0","18","Burgers, Sandwiches, Restaurants, Pizza"
"0ZxN3bjsXuWw1h8v60gnmA","Starwood Pizza","Antioch","Tennessee","4.0","80","Nightlife, Sandwiches, Salad, Food Delivery Services, Restaurants, Food, Bars, Pizza, Sports Bars, Chicken Wings"
"fZ-VmEkeeY5_zHLuN9xHiw","A CREPE","King of Prussia","Pennsylvania","3.5","34","Breakfast & Brunch, Food, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt, Specialty Food, Restaurants, Gluten-Free, Coffee & Tea, Desserts, Creperies"
"B1YtF6TvK5JjMb03RVkbjA","II Brother's Pizza & Restaurant","Glen Mills","Pennsylvania","4.0","29","Restaurants, Pizza, Italian"
"1CCG0WYSoR8ejdgD5-Gaqg","Francoluigi's Pizzeria & Italian Restaurant","Philadelphia","Pennsylvania","4.0","303","Italian, Restaurants, Pizza"
"A_2noC7CWV2gy0gvZLA-vQ","Walton's Ice Cream and More","Smithton","Illinois","5.0","13","Food, Burgers, Restaurants, Ice Cream & Frozen Yogurt"
"w1rUV5W_TJ0M0MRwwrseWQ","The Southern V","Nashville","Tennessee","4.5","261","Food, Southern, Restaurants, Vegan, Ice Cream & Frozen Yogurt, Breakfast & Brunch, Bakeries, Vegetarian"
"AlHrYVvcx-RcIbUz5aEiLQ","VIP Pizza and Pasta","Chester Springs","Pennsylvania","3.5","24","Restaurants, Pizza, Sandwiches, Salad"
"swrSGHLHpwbjSj7HKsWu2g","Yogurt Mountain","Clearwater","Florida","4.0","64","Food, Ice Cream & Frozen Yogurt, Desserts"
"IG-CwPl5mb6-hmpFjXUIvA","Choppa Poke","Santa Barbara","California","4.0","52","Food, Live/Raw Food, Restaurants, Ice Cream & Frozen Yogurt, Asian Fusion, Poke, Seafood, Food Delivery Services"
"j3sRTkoqD_obks7IOW876w","Dewey's Pizza","Webster Groves","Missouri","4.5","143","Salad, Restaurants, Pizza, Gluten-Free"
"q8Tgqu4jDOSrkaam_E7ywA","Joseppi's Water Ice","Philadelphia","Pennsylvania","5.0","9","Food, Ice Cream & Frozen Yogurt, Pretzels, Desserts"
"9F9RxnKQ_oi0nr1ImLAZMQ","La Prima Pizza","Wesley Chapel","Florida","3.5","64","Pizza, Restaurants, Italian"
"pRf9_8_RNSjlRo8YrfqtOQ","Frost Gelato","Tucson","Arizona","4.5","147","Desserts, Coffee & Tea, Food, Gelato, Ice Cream & Frozen Yogurt"
"SIpQr5knFb3i9F1-ykT_DA","Frostop","Metairie","Louisiana","3.5","40","American (Traditional), American (New), Burgers, Food, Restaurants, Ice Cream & Frozen Yogurt"
"O3UQ628x3iSKR33cM3cEtw","Snowflake Dessert Factory","Pinellas Park","Florida","5.0","12","Coffee & Tea, Desserts, Ice Cream & Frozen Yogurt, Food"
"Gksv0lbchfKxljBm5puCBQ","Porta Via Ristorante e Bar","Nashville","Tennessee","3.5","201","Restaurants, Bars, Nightlife, Pizza, Cocktail Bars, Food, Gelato, Italian"
"WzbFs7Iv2E55nZcXYp-QCw","Pats Pizzeria","Mullica Hill","New Jersey","2.5","21","Pizza, Restaurants, Sandwiches, Chicken Wings"
"IgbdOtvMhL_wl659vHIZ9A","LaScala's Fire Glassboro","Glassboro","New Jersey","4.0","110","Pizza, Restaurants, Italian"
"gK1Y_AnQS_n_IXQeFk56SA","Pizza Hut","Nolensville","Tennessee","1.5","26","Italian, Restaurants, Pizza, Chicken Wings, Fast Food"
"kkgaPaqs3VKdlPUCwCv3kw","Sprinkles Ice Cream Shoppe","Elkins Park","Pennsylvania","4.5","107","Ice Cream & Frozen Yogurt, Food"
"z1TyupB3dqGlAfijPyGryA","The Pizza Pub","Philadelphia","Pennsylvania","2.5","56","Bars, Pubs, Restaurants, Pizza, Nightlife"
"4k1CBVYSQvE2OuikeZ0KEg","Polar Bear Ice Cream Roll","Tampa","Florida","4.5","17","Bubble Tea, Food, Ice Cream & Frozen Yogurt"
"dw-nDDdR7ZpmcHAi_IHU1Q","Bellshire Pizza","Nashville","Tennessee","3.0","9","Italian, Pizza, Restaurants, Chicken Wings"
"Ng3DOlu06ep6gkSsjBvF0g","Firezone Pizza & Donair","Edmonton","","3.5","16","Donairs, Food, Pizza, Italian, Chicken Wings, Restaurants"
"J1XdgoK5-wabYDTGKAIzCQ","Joey Brooklyn's Famous Pizza Kitchen","Saint Petersburg","Florida","4.0","272","Sandwiches, Pizza, Restaurants, Salad"
"aEERiKF6ytr9DXkbR-ACVQ","Cesare's Ristorante","Bristol","Pennsylvania","3.0","65","Restaurants, Sandwiches, Pizza"
"1aa7M7DhLCCKlnu-1G7TXw","Nepheli's Pizza & Grill","Upper Darby","Pennsylvania","3.0","5","Pizza, Restaurants"
"05dUFDFPr4St3SOi5t3fiA","Little Caesars Pizza","Port Richey","Florida","2.5","10","Pizza, Restaurants"
"qs_yXC1KdbxD7iPDhrBptw","LaMarinella Pizzeria","Exton","Pennsylvania","4.0","5","Pizza, Food Court, Restaurants"
"TN9E00KJt4Snog2pZtbY4A","The Loop Taste of Chicago","Oro Valley","Arizona","3.0","11","Pizza, Restaurants"
"zOJTw_xxGYl-z-saJJ964g","Mario & Franks II","Bordentown","New Jersey","3.0","47","Pizza, Restaurants, Italian"
"1tE1LFlekYKr1cNuQ7lZgw","Midway Pizza","Kenner","Louisiana","2.0","10","Restaurants, Pizza"
"l6_nvsYkrjSDFa__tjlM7w","Jacks Pizza","Indianapolis","Indiana","2.5","10","Pizza, Sandwiches, Restaurants"
"gGXZqxBwGZZ9btJ8hXikBg","La Famiglia Pizza & Grill","Philadelphia","Pennsylvania","3.5","10","Restaurants, Pizza"
"l1WzqHQhNznoJ8zdadaRGw","Italian Express","Tampa","Florida","1.0","10","Pizza, Restaurants"
"YjsqK2nxS6ZZPGwH7H6ptA","Papa John's Pizza","Metairie","Louisiana","2.0","16","Pizza, Restaurants"
"ugubnQSdlQOGyyBMx7a_Vw","Lucky 13","Boise","Idaho","3.0","99","Restaurants, Pizza"
"FFmBBC3cu7OixaUvK_vfZA","Wings To Go","Nolensville","Tennessee","3.0","14","Burgers, Pizza, Restaurants, American (New), Chicken Wings, Cheesesteaks, Salad"
"_I8C1YQXoQRxRQKYiWHRlg","Delhi 86","Edmonton","","4.5","7","Restaurants, Soup, Pizza, Vegetarian, Halal, Indian"
"E8-BTZs3y0xIXflGSlBt1g","Nonna Rosa Pizzeria","Jeffersonville","Pennsylvania","3.5","63","Caterers, Event Planning & Services, Italian, Food Delivery Services, Food, Restaurants, Pizza"
"jtY3LVo-OS_shm49d8BJcg","Noble Roman's","Indianapolis","Indiana","4.5","54","Salad, Pizza, Restaurants, Bars, Nightlife"
"QlhTyTj5BoZp9u6SaaBaIA","Royal Pizza","Edmonton","","2.5","21","Pizza, Restaurants"
"9GucbV4osPF2FOIEdURPqQ","Ciconte's Italia Pizzeria","Thorofare","New Jersey","3.5","8","Restaurants, Food Delivery Services, Food, Pizza"
"JrWqQQXAKc7VqvbHHZPwKw","Lick","Indianapolis","Indiana","5.0","14","Food, Ice Cream & Frozen Yogurt"
"imqAyMqiu-wVMjvBDLgkhw","Sun Valley Pizza","Bryn Mawr","Pennsylvania","4.0","28","Pizza, Restaurants"
"KUK0KZ4mJTsM4RmVh4Ykvw","Crust Brick Oven Pizzeria","Bryn Mawr","Pennsylvania","3.0","51","Pizza, Mediterranean, Desserts, Restaurants, Gluten-Free, Italian, Caterers, Event Planning & Services, Salad, Food"
"SWrUyOkijbZPp6If7UMzjw","1000 Degrees Pizza","Wilmington","Delaware","3.0","32","Chicken Wings, Pizza, Salad, Restaurants"
"ntsN09UfQSlRWO37guMKMw","Riviera D'Italia","Abington","Pennsylvania","4.0","50","Italian, Pizza, Restaurants"
"BuX6Y1hcJS_3W8FK0uKSDQ","Extreme Pizza","Fishers","Indiana","4.0","8","Pizza, Sandwiches, Restaurants"
"a1qcfUtcCJhfApSVCj3hBA","Mauricio's Pizzeria","Indianapolis","Indiana","3.5","18","Restaurants, Salad, Pizza, Food, Italian"
"cLklKGmZLe4UUJdKdCoPcg","THE POPCORN SPOT","RIVERVIEW","Florida","5.0","10","Ice Cream & Frozen Yogurt, Specialty Food, Food, Popcorn Shops"
"aO2ZS0h1PlTXnddKwLvU2Q","ShopRite of West Deptford","West Deptford","New Jersey","3.0","28","Specialty Food, Grocery, Food, Drugstores, Meat Shops, Pizza, Restaurants, Shopping, Caterers, Event Planning & Services"
"yoKm5aPqTUA1HszX4LnXPQ","Josie's Yogurt","Tucson","Arizona","3.0","5","Ice Cream & Frozen Yogurt, Food"
"9SFhLS0y6sqniOxw9GdcZw","Bleu Bear Market & Bakery","Marlton","New Jersey","3.0","9","Gluten-Free, Vegan, Pizza, Bakeries, Restaurants, Food, Cupcakes"
"e_MDOxwYA6b8XThonDDI_g","Pizze Real","Nashville","Tennessee","4.0","191","Restaurants, Pizza"
"10Bq-D7cUzwvY5pUJPWhmw","Ralph's Pizza & Francesca's Room","Haddon Heights","New Jersey","4.0","39","Sandwiches, Restaurants, Pizza, Italian"
"WVRat7R_Fr0gkmyOUmsxFQ","Napoli Pizza & Pasta","Upper Darby","Pennsylvania","3.0","43","Specialty Food, Chicken Wings, Salad, Caterers, Event Planning & Services, Restaurants, Burgers, Pasta Shops, Food, Italian, Food Delivery Services, Pizza"
"DN3no7p8H46Br9KJiDSL4g","Jack's Pizza","Indianapolis","Indiana","2.0","16","Pizza, Restaurants"
"5nUFmpRZQQ6kSQ3Qe2TDGA","Beer Revolution Craft Beer & Pizza Bar","Edmonton","","4.0","121","Nightlife, Restaurants, Beer Bar, Bars, Pubs, Pizza"
"pZ96Z71pjZzys1ApmCr-PA","SIR Donair & Pizza","Edmonton","","4.5","13","Fast Food, Donairs, Burgers, Pizza, Restaurants, Food"
"js0CdwsBr3-ttnFmoLzNYQ","Little Caesars Pizza","Dunedin","Florida","2.5","9","Restaurants, Pizza"
"q2iS794-52tFAC2ScQFTug","The Revolution Ice Cream Co.","Brandon","Florida","4.5","280","Ice Cream & Frozen Yogurt, Food"
"bNi4yvx0BCTr2ZcghkPETw","Enzo's Italian Eatery","West Chester","Pennsylvania","3.5","49","Restaurants, Italian, Pizza"
"LQLTFLjPdGkenFgcILR7xA","Kiwi Yogurt","Collegeville","Pennsylvania","4.5","45","Food, Ice Cream & Frozen Yogurt"
"Zn-kofRoT97u1XcntgLv2Q","The Grilled Cheeserie","Franklin","Tennessee","3.5","65","Food, Sandwiches, Cheese Shops, Restaurants, Specialty Food, Ice Cream & Frozen Yogurt, American (Traditional)"
"nBTFZ1RvHohuZ_c_FQg2rA","Imo's Pizza","Saint Louis","Missouri","3.0","15","Salad, Restaurants, Pizza, Sandwiches"
"CoiPTgPr9M00x-tPVoKaYA","Yogurt Oasis","Nashville","Tennessee","3.0","12","Ice Cream & Frozen Yogurt, Food, Desserts"
"GoE4RCrQjtWiuWKW7pWmyw","Porfirios's Pizza and Pasta","Bristol","Pennsylvania","3.5","25","Sandwiches, Italian, Restaurants, Pizza"
"hVS67L6bYtNZyuvqDX2O6w","JB's Fuel Dock","New Orleans","Louisiana","4.0","53","American (Traditional), Convenience Stores, Food, Nightlife, Sports Bars, Pizza, Restaurants, Bars, American (New)"
"atrewLpT5jbpDXeznOTqdA","Jet's Pizza","Gallatin","Tennessee","2.5","20","Food Delivery Services, Pizza, Sandwiches, Italian, Food, Restaurants"
"1qhMQZIKew3P-pwWFeQojg","PA Peterson Ice Cream","Edmonton","","4.0","7","Ice Cream & Frozen Yogurt, Food"
"kXGMkjRsc3srvRVOPEx2_w","Domino's Pizza","Conshohocken","Pennsylvania","3.0","25","Pizza, Restaurants, Sandwiches"
"4hbYQ92o8OiIZPAJPJo8HQ","Little Caesars Pizza","Tucson","Arizona","2.5","15","Fast Food, Restaurants, Food, Pizza"
"NNTAWh1FDebgdoXltBTM_Q","Sal's Family Pizza","Franklin","Tennessee","4.0","174","Pizza, Italian, Sicilian, Restaurants, Food, Food Delivery Services, Sandwiches"
"j8GUbaFhRajOP3yJfxAOUw","Yapple Yogurt","Levittown","Pennsylvania","4.0","16","Ice Cream & Frozen Yogurt, Food"
"3CFVBCfjdCvESS1ogBv21A","DeSano Pizza Bakery","Nashville","Tennessee","4.5","992","Pizza, Restaurants"
"FIUCEBg9hqVA-ZScn7N2IA","Tavolino Pizza & Lounge","New Orleans","Louisiana","4.5","120","Pizza, Wine Bars, Italian, Restaurants, Nightlife, Cocktail Bars, Bars, Lounges"
"r19qAeTxkc-aes2UVt9v5Q","Pizza by Elizabeths","Wilmington","Delaware","3.5","65","Restaurants, Pizza"
"tQgLGY9ZxfXP-CVWsMpJIw","Gelato Da Vinci","Carmel","Indiana","4.0","9","Ice Cream & Frozen Yogurt, Food, Restaurants, Italian"
"GSHT0JSXO7GIvZxZbxrIUw","Papa John's Pizza","New Orleans","Louisiana","2.0","6","Italian, Pizza, Restaurants"
"Gj-KAhvGJ8PNy1xo-vOMDg","Imo's Pizza","Webster Groves","Missouri","3.5","44","Specialty Food, Restaurants, Sandwiches, Food, Pasta Shops, Pizza"
"5CKV11q5paF8CyjbfmK0Pg","Papa John's Pizza","Boise","Idaho","2.5","5","Pizza, Restaurants"
"jk0L1lZtjDmS2t_v6Qu66Q","Pizza Hut","Greenwood","Indiana","1.5","16","Chicken Wings, Restaurants, Pizza, Italian, Fast Food"
"1OZldaby_NiD387uZy2ExA","Besel Plumbing","Pinellas Park","Florida","3.5","7","Home Services, Plumbing, Water Heater Installation/Repair, Restaurants, Pizza"
"Aw9Tldxcg5ifodzn0R2O6g","Blackbird Pizzeria","Philadelphia","Pennsylvania","4.0","248","Restaurants, Desserts, Kosher, Pizza, Salad, Food, Vegan, Chicken Wings"
"6ZZX9XQpBOk7U8FFEnMwbg","Maxximo Jo's Coffee","Franklin","Tennessee","4.5","15","Food, Ice Cream & Frozen Yogurt, Coffee & Tea"
"SJiPVACkEd6S0v3YrWLTdg","George's Pizza","Philadelphia","Pennsylvania","3.0","47","Restaurants, Pizza"
"kNxtauZLXBELWHricTHX5Q","Funky Pickle Pizza Company","Edmonton","","3.0","10","Restaurants, Pizza"
"l4vVMOJkNSM9MaOBQ2Le5A","Little Caesars Pizza","Riverview","Florida","2.5","16","Pizza, Restaurants"
"eDfmJgWv43ysajI3jdDIqw","Pizza World","Granite City","Illinois","3.0","12","Restaurants, Salad, Chicken Wings, Pizza, Sandwiches"
"cqfvkRXu39uP423lk3IUPQ","Royal Pizza","Sherwood Park","","4.0","14","Restaurants, Pizza"
"koDNU-pfvo87HJAkMF7R3g","Milano Pizza","Williamstown","New Jersey","3.5","44","Pizza, Italian, Restaurants, Caterers, Sandwiches, Event Planning & Services"
"hegSLbN5wcSnHi8Oj9f9JQ","Dairy Queen","Palmetto","Florida","1.5","20","Food, Burgers, Ice Cream & Frozen Yogurt, Fast Food, Restaurants"
"jyReP7Asu0X3JWl0Gw_uJw","Westview Wine Cellar","Collinsville","Illinois","2.0","5","Restaurants, Sandwiches, Event Planning & Services, Venues & Event Spaces, Beer, Wine & Spirits, Bars, Nightlife, Food, Pizza, Wine Bars"
"CTmAWi-W8_Id00EjHF5Uwg","Rusty's Pizza Parlor","Carpinteria","California","3.5","131","Restaurants, Salad, Sandwiches, Chicken Wings, Pizza"
"fQkAoJaSAi9EhrUXf5IUuQ","Eat.Pizza","Cherry Hill","New Jersey","4.0","27","Pizza, Italian, Sandwiches, Restaurants"
"CTQvYTvrpV9yx3vBpsHOUQ","Chicago's Pizza With A Twist Reno - S Virginia St, NV","Reno","Nevada","4.0","114","Pizza, Restaurants"
"w3T8Usg21ipUA1N_KioFuw","Eric's Pizza","Ridley Park","Pennsylvania","4.5","20","Restaurants, Pizza"
"_XLBJrfqG_tcqA6gbfatSA","Freezy Street","New Orleans","Louisiana","4.0","11","Food, Ice Cream & Frozen Yogurt"
"xzQj3Eo_zSHA7xac92QL_A","Dunkin Donuts","Gibsonton","Florida","2.0","8","Ice Cream & Frozen Yogurt, Food, Donuts"
"WDVNB5xRMx0Gz91a2fDTRw","E & J Pizza","Philadelphia","Pennsylvania","3.0","8","Pizza, Chicken Wings, Sandwiches, Burgers, Restaurants"
"WBBLE9LmkaBeGPvpubOeWQ","Pasta On Time","Levittown","Pennsylvania","3.5","38","Italian, Pizza, Restaurants, Specialty Food, Pasta Shops, Food, Mediterranean"
"Fwk0CuYtBmMZj6yXf_Lwag","Pizza Hut","Bristol","Pennsylvania","1.0","15","Chicken Wings, Restaurants, Italian, Pizza"
"UAZXuGdugEZMHwD7nq_ubA","Le Cafe Creperie","Cherry Hill","New Jersey","4.0","33","Food, Pizza, Restaurants, Creperies, Desserts"
"8S9ZdSrVrTi_z1TYM-zayg","Nightlight Ice Cream","Glenside","Pennsylvania","3.5","5","Ice Cream & Frozen Yogurt, Food"
"b2Za53CjptGyf9K0fFnrAg","Petrini's Italian Restaurant - Santa Barbara","Santa Barbara","California","4.0","233","Restaurants, Pizza, Italian"
"jLm-ZaYxqmuplPxm3swlSw","Culver's","Indianapolis","Indiana","3.0","57","Ice Cream & Frozen Yogurt, Food, American (Traditional), Burgers, Fast Food, Restaurants"
"Qe754CEFSvHiMHw1WGp1lg","Friendly's","Cornwells Heights","Pennsylvania","2.5","10","Ice Cream & Frozen Yogurt, Food, Burgers, American (Traditional), Restaurants"
"fn7vArjV9dj-zGCDkhe5rA","La Michoacana Deluxe","Madison","Tennessee","4.5","29","Ice Cream & Frozen Yogurt, Food, Desserts"
